,sancion,causa,dependencia,genero,ingreso,puesto,c,value
1924,Inhabilitación,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Seguridad Nacional,Hombre,5343072.0,Titular,1,1
1925,Inhabilitación,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Seguridad Nacional,Hombre,4761468.0,Titular,1,1
1926,Inhabilitación,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Seguridad Nacional,Hombre,5633556.0,Titular,1,1
1927,Inhabilitación,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Seguridad Nacional,Hombre,5633556.0,Titular,1,1
1928,Inhabilitación,ABUSO DE FUNCIONES,Salud,Hombre,768000.0,Jefe Departamento,3,1
1929,Inhabilitación,ABUSO DE FUNCIONES,Salud,Hombre,768000.0,Jefe Departamento,3,1
1930,Inhabilitación,ABUSO DE FUNCIONES,Salud,Hombre,768000.0,Jefe Departamento,3,1
1931,Inhabilitación,ABUSO DE FUNCIONES,Salud,Hombre,160000.0,Jefe Departamento,3,1
1932,Inhabilitación,ABUSO DE FUNCIONES,Salud,Hombre,768000.0,Jefe Departamento,3,1
1933,Inhabilitación,ABUSO DE FUNCIONES,Salud,Hombre,768000.0,Jefe Departamento,3,1
1934,Inhabilitación,ABUSO DE FUNCIONES,Salud,Hombre,768000.0,Jefe Departamento,3,1
1935,Inhabilitación,ABUSO DE FUNCIONES,Salud,Hombre,768000.0,Jefe Departamento,3,1
1936,Acta Administrativa,DESVÍO DE RECURSOS,Salud,Mujer,768000.0,Gobernador,2,1
1937,Acta Administrativa,DESVÍO DE RECURSOS,Salud,Mujer,1571790.0,Gobernador,2,1
1938,Acta Administrativa,DESVÍO DE RECURSOS,Salud,Mujer,5800308.0,Gobernador,1,1
1939,Acta Administrativa,DESVÍO DE RECURSOS,Salud,Mujer,5079852.0,Gobernador,1,1
1940,Acta Administrativa,DESVÍO DE RECURSOS,Salud,Mujer,4523520.0,Gobernador,1,1
1941,Acta Administrativa,DESVÍO DE RECURSOS,Salud,Mujer,3962292.0,Gobernador,1,1
1942,Acta Administrativa,DESVÍO DE RECURSOS,Salud,Mujer,4788732.0,Gobernador,1,1
1943,Acta Administrativa,DESVÍO DE RECURSOS,Salud,Mujer,4788732.0,Gobernador,1,1
1944,Indemnización Resarcitoria,CONTRATACIÓN INDEBIDA,Salud,Hombre,4788732.0,Jefe Departamento,0,1
1945,Indemnización Resarcitoria,CONTRATACIÓN INDEBIDA,Salud,Hombre,160000.0,Jefe Departamento,0,1
1946,Indemnización Resarcitoria,CONTRATACIÓN INDEBIDA,Salud,Hombre,768000.0,Jefe Departamento,0,1
1947,Indemnización Resarcitoria,CONTRATACIÓN INDEBIDA,Salud,Hombre,768000.0,Jefe Departamento,0,1
1948,Indemnización Resarcitoria,CONTRATACIÓN INDEBIDA,Salud,Hombre,768000.0,Jefe Departamento,0,1
1949,Indemnización Resarcitoria,CONTRATACIÓN INDEBIDA,Salud,Hombre,768000.0,Jefe Departamento,0,1
1950,Indemnización Resarcitoria,CONTRATACIÓN INDEBIDA,Salud,Hombre,768000.0,Jefe Departamento,0,1
1951,Indemnización Resarcitoria,CONTRATACIÓN INDEBIDA,Salud,Hombre,768000.0,Jefe Departamento,0,1
1952,Destitución,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Agricultura,Mujer,768000.0,Analista,2,1
1953,Destitución,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Agricultura,Mujer,105560.0,Analista,2,1
1954,Destitución,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Agricultura,Mujer,506688.0,Analista,2,1
1955,Destitución,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Agricultura,Mujer,506688.0,Analista,2,1
1956,Destitución,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Agricultura,Mujer,506688.0,Analista,2,1
1957,Destitución,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Agricultura,Mujer,506688.0,Analista,2,1
1958,Destitución,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Agricultura,Mujer,506688.0,Analista,2,1
1959,Destitución,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Agricultura,Mujer,506688.0,Analista,2,1
1960,Multa,COHECHO,Economía y Desarrollo,Hombre,506688.0,Director,0,1
1961,Multa,COHECHO,Economía y Desarrollo,Hombre,1834280.0,Director,0,1
1962,Multa,COHECHO,Economía y Desarrollo,Hombre,5520816.0,Director,1,1
1963,Multa,COHECHO,Economía y Desarrollo,Hombre,6964392.0,Director,1,1
1964,Multa,COHECHO,Economía y Desarrollo,Hombre,6220500.0,Director,1,1
1965,Multa,COHECHO,Economía y Desarrollo,Hombre,6020160.0,Director,1,1
1966,Multa,COHECHO,Economía y Desarrollo,Hombre,6341484.0,Director,1,1
1967,Multa,COHECHO,Economía y Desarrollo,Hombre,6341484.0,Director,1,1
1968,Multa,NEPOTISMO,Arte y Cultura,Hombre,6341484.0,Secretario de Estado,1,1
1969,Multa,NEPOTISMO,Arte y Cultura,Hombre,1135500.0,Secretario de Estado,0,1
1970,Multa,NEPOTISMO,Arte y Cultura,Hombre,4216500.0,Secretario de Estado,0,1
1971,Multa,NEPOTISMO,Arte y Cultura,Hombre,4868388.0,Secretario de Estado,0,1
1972,Multa,NEPOTISMO,Arte y Cultura,Hombre,4742688.0,Secretario de Estado,0,1
1973,Multa,NEPOTISMO,Arte y Cultura,Hombre,5334708.0,Secretario de Estado,1,1
1974,Multa,NEPOTISMO,Arte y Cultura,Hombre,4597428.0,Secretario de Estado,0,1
1975,Multa,NEPOTISMO,Arte y Cultura,Hombre,4597428.0,Secretario de Estado,0,1
1976,Indemnización Resarcitoria,ABUSO DE FUNCIONES,Salud,Mujer,333130.0,Administrador,2,1
1977,Indemnización Resarcitoria,ABUSO DE FUNCIONES,Salud,Mujer,333130.0,Administrador,2,1
1978,Indemnización Resarcitoria,ABUSO DE FUNCIONES,Salud,Mujer,1592136.0,Administrador,2,1
1979,Indemnización Resarcitoria,ABUSO DE FUNCIONES,Salud,Mujer,1496280.0,Administrador,2,1
1980,Indemnización Resarcitoria,ABUSO DE FUNCIONES,Salud,Mujer,1465848.0,Administrador,2,1
1981,Indemnización Resarcitoria,ABUSO DE FUNCIONES,Salud,Mujer,1497648.0,Administrador,2,1
1982,Indemnización Resarcitoria,ABUSO DE FUNCIONES,Salud,Mujer,1497648.0,Administrador,2,1
1983,Indemnización Resarcitoria,ABUSO DE FUNCIONES,Salud,Mujer,1473372.0,Administrador,2,1
1984,Inhabilitación,ENRIQUECIMIENTO OCULTO,Salud,Hombre,1473372.0,Director,0,1
1985,Inhabilitación,ENRIQUECIMIENTO OCULTO,Salud,Hombre,105560.0,Director,0,1
1986,Inhabilitación,ENRIQUECIMIENTO OCULTO,Salud,Hombre,506688.0,Director,0,1
1987,Inhabilitación,ENRIQUECIMIENTO OCULTO,Salud,Hombre,506688.0,Director,0,1
1988,Inhabilitación,ENRIQUECIMIENTO OCULTO,Salud,Hombre,506688.0,Director,0,1
1989,Inhabilitación,ENRIQUECIMIENTO OCULTO,Salud,Hombre,506688.0,Director,0,1
1990,Inhabilitación,ENRIQUECIMIENTO OCULTO,Salud,Hombre,506688.0,Director,0,1
1991,Inhabilitación,ENRIQUECIMIENTO OCULTO,Salud,Hombre,506688.0,Director,0,1
1992,Susupención,ENRIQUECIMIENTO OCULTO,Salud,Hombre,506688.0,Titular,0,1
1993,Susupención,ENRIQUECIMIENTO OCULTO,Salud,Hombre,1321665.0,Titular,0,1
1994,Susupención,ENRIQUECIMIENTO OCULTO,Salud,Hombre,5514684.0,Titular,1,1
1995,Susupención,ENRIQUECIMIENTO OCULTO,Salud,Hombre,4866168.0,Titular,1,1
1996,Susupención,ENRIQUECIMIENTO OCULTO,Salud,Hombre,4541952.0,Titular,1,1
1997,Susupención,ENRIQUECIMIENTO OCULTO,Salud,Hombre,5086524.0,Titular,1,1
1998,Susupención,ENRIQUECIMIENTO OCULTO,Salud,Hombre,4394484.0,Titular,1,1
1999,Susupención,ENRIQUECIMIENTO OCULTO,Salud,Hombre,4394484.0,Titular,1,1
2000,Multa,CONTRATACIÓN INDEBIDA,Salud,Hombre,4394484.0,Director,1,1
2001,Multa,CONTRATACIÓN INDEBIDA,Salud,Hombre,1484630.0,Director,0,1
2002,Multa,CONTRATACIÓN INDEBIDA,Salud,Hombre,4198164.0,Director,1,1
2003,Multa,CONTRATACIÓN INDEBIDA,Salud,Hombre,4264284.0,Director,1,1
2004,Multa,CONTRATACIÓN INDEBIDA,Salud,Hombre,3757668.0,Director,0,1
2005,Multa,CONTRATACIÓN INDEBIDA,Salud,Hombre,4498632.0,Director,1,1
2006,Multa,CONTRATACIÓN INDEBIDA,Salud,Hombre,4638504.0,Director,1,1
2007,Multa,CONTRATACIÓN INDEBIDA,Salud,Hombre,4638504.0,Director,1,1
2008,Acta Administrativa,ABUSO DE FUNCIONES,Energía,Mujer,4638504.0,Jefe Departamento,1,1
2009,Acta Administrativa,ABUSO DE FUNCIONES,Energía,Mujer,506688.0,Jefe Departamento,2,1
2010,Acta Administrativa,ABUSO DE FUNCIONES,Energía,Mujer,506688.0,Jefe Departamento,2,1
2011,Acta Administrativa,ABUSO DE FUNCIONES,Energía,Mujer,105560.0,Jefe Departamento,2,1
2012,Acta Administrativa,ABUSO DE FUNCIONES,Energía,Mujer,506688.0,Jefe Departamento,2,1
2013,Acta Administrativa,ABUSO DE FUNCIONES,Energía,Mujer,506688.0,Jefe Departamento,2,1
2014,Acta Administrativa,ABUSO DE FUNCIONES,Energía,Mujer,506688.0,Jefe Departamento,2,1
2015,Acta Administrativa,ABUSO DE FUNCIONES,Energía,Mujer,506688.0,Jefe Departamento,2,1
2016,Susupención,ABUSO DE FUNCIONES,Agricultura,Mujer,506688.0,Administrador,2,1
2017,Susupención,ABUSO DE FUNCIONES,Agricultura,Mujer,362840.0,Administrador,2,1
2018,Susupención,ABUSO DE FUNCIONES,Agricultura,Mujer,1469316.0,Administrador,2,1
2019,Susupención,ABUSO DE FUNCIONES,Agricultura,Mujer,1609872.0,Administrador,2,1
2020,Susupención,ABUSO DE FUNCIONES,Agricultura,Mujer,1463700.0,Administrador,2,1
2021,Susupención,ABUSO DE FUNCIONES,Agricultura,Mujer,1504032.0,Administrador,2,1
2022,Susupención,ABUSO DE FUNCIONES,Agricultura,Mujer,1537248.0,Administrador,2,1
2023,Susupención,ABUSO DE FUNCIONES,Agricultura,Mujer,1537248.0,Administrador,2,1
2024,Indemnización Resarcitoria,CONFLICTO DE INTERÉS,Seguridad Nacional,Hombre,221460.0,Director,0,1
2025,Indemnización Resarcitoria,CONFLICTO DE INTERÉS,Seguridad Nacional,Hombre,221460.0,Director,0,1
2026,Indemnización Resarcitoria,CONFLICTO DE INTERÉS,Seguridad Nacional,Hombre,971340.0,Director,0,1
2027,Indemnización Resarcitoria,CONFLICTO DE INTERÉS,Seguridad Nacional,Hombre,976908.0,Director,0,1
2028,Indemnización Resarcitoria,CONFLICTO DE INTERÉS,Seguridad Nacional,Hombre,986292.0,Director,0,1
2029,Indemnización Resarcitoria,CONFLICTO DE INTERÉS,Seguridad Nacional,Hombre,1008456.0,Director,0,1
2030,Indemnización Resarcitoria,CONFLICTO DE INTERÉS,Seguridad Nacional,Hombre,1102068.0,Director,0,1
2031,Indemnización Resarcitoria,CONFLICTO DE INTERÉS,Seguridad Nacional,Hombre,1102068.0,Director,0,1
2032,Sanción Económica,PECULADO,Banca y Finanzas,Mujer,1318915.0,Gobernador,2,1
2033,Sanción Económica,PECULADO,Banca y Finanzas,Mujer,1318915.0,Gobernador,2,1
2034,Sanción Económica,PECULADO,Banca y Finanzas,Mujer,4301460.0,Gobernador,1,1
2035,Sanción Económica,PECULADO,Banca y Finanzas,Mujer,4319460.0,Gobernador,1,1
2036,Sanción Económica,PECULADO,Banca y Finanzas,Mujer,4233060.0,Gobernador,1,1
2037,Sanción Económica,PECULADO,Banca y Finanzas,Mujer,4705524.0,Gobernador,1,1
2038,Sanción Económica,PECULADO,Banca y Finanzas,Mujer,5210988.0,Gobernador,1,1
2039,Sanción Económica,PECULADO,Banca y Finanzas,Mujer,5210988.0,Gobernador,1,1
2040,Susupención,ABUSO DE FUNCIONES,Medio Ambiente,Mujer,5210988.0,Director,1,1
2041,Susupención,ABUSO DE FUNCIONES,Medio Ambiente,Mujer,1534180.0,Director,2,1
2042,Susupención,ABUSO DE FUNCIONES,Medio Ambiente,Mujer,6150852.0,Director,1,1
2043,Susupención,ABUSO DE FUNCIONES,Medio Ambiente,Mujer,5893632.0,Director,1,1
2044,Susupención,ABUSO DE FUNCIONES,Medio Ambiente,Mujer,6045384.0,Director,1,1
2045,Susupención,ABUSO DE FUNCIONES,Medio Ambiente,Mujer,6528024.0,Director,1,1
2046,Susupención,ABUSO DE FUNCIONES,Medio Ambiente,Mujer,6217440.0,Director,1,1
2047,Susupención,ABUSO DE FUNCIONES,Medio Ambiente,Mujer,6217440.0,Director,1,1
2048,Multa,ABUSO DE FUNCIONES,Energía,Hombre,6217440.0,Director,1,1
2049,Multa,ABUSO DE FUNCIONES,Energía,Hombre,1549575.0,Director,3,1
2050,Multa,ABUSO DE FUNCIONES,Energía,Hombre,4045992.0,Director,3,1
2051,Multa,ABUSO DE FUNCIONES,Energía,Hombre,4457928.0,Director,3,1
2052,Multa,ABUSO DE FUNCIONES,Energía,Hombre,4852476.0,Director,1,1
2053,Multa,ABUSO DE FUNCIONES,Energía,Hombre,4450764.0,Director,3,1
2054,Multa,ABUSO DE FUNCIONES,Energía,Hombre,4450764.0,Director,3,1
2055,Multa,ABUSO DE FUNCIONES,Energía,Hombre,4478136.0,Director,3,1
2056,Indemnización Resarcitoria,PECULADO,Energía,Hombre,4478136.0,Jefe Departamento,1,1
2057,Indemnización Resarcitoria,PECULADO,Energía,Hombre,105560.0,Jefe Departamento,0,1
2058,Indemnización Resarcitoria,PECULADO,Energía,Hombre,506688.0,Jefe Departamento,0,1
2059,Indemnización Resarcitoria,PECULADO,Energía,Hombre,506688.0,Jefe Departamento,0,1
2060,Indemnización Resarcitoria,PECULADO,Energía,Hombre,506688.0,Jefe Departamento,0,1
2061,Indemnización Resarcitoria,PECULADO,Energía,Hombre,506688.0,Jefe Departamento,0,1
2062,Indemnización Resarcitoria,PECULADO,Energía,Hombre,506688.0,Jefe Departamento,0,1
2063,Indemnización Resarcitoria,PECULADO,Energía,Hombre,506688.0,Jefe Departamento,0,1
2064,Destitución,NEPOTISMO,Salud,Mujer,506688.0,Director,2,1
2065,Destitución,NEPOTISMO,Salud,Mujer,274965.0,Director,2,1
2066,Destitución,NEPOTISMO,Salud,Mujer,1133724.0,Director,2,1
2067,Destitución,NEPOTISMO,Salud,Mujer,1105860.0,Director,2,1
2068,Destitución,NEPOTISMO,Salud,Mujer,1074240.0,Director,2,1
2069,Destitución,NEPOTISMO,Salud,Mujer,1212708.0,Director,2,1
2070,Destitución,NEPOTISMO,Salud,Mujer,1209120.0,Director,2,1
2071,Destitución,NEPOTISMO,Salud,Mujer,1209120.0,Director,2,1
2072,Susupención,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Salud,Hombre,279940.0,Administrador,3,1
2073,Susupención,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Salud,Hombre,279940.0,Administrador,3,1
2074,Susupención,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Salud,Hombre,1175976.0,Administrador,3,1
2075,Susupención,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Salud,Hombre,1113780.0,Administrador,3,1
2076,Susupención,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Salud,Hombre,1155060.0,Administrador,3,1
2077,Susupención,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Salud,Hombre,1079172.0,Administrador,3,1
2078,Susupención,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Salud,Hombre,1092900.0,Administrador,3,1
2079,Susupención,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Salud,Hombre,1092900.0,Administrador,3,1
2080,Indemnización Resarcitoria,COHECHO,Educación e Investigación,Mujer,160000.0,Director,2,1
2081,Indemnización Resarcitoria,COHECHO,Educación e Investigación,Mujer,768000.0,Director,2,1
2082,Indemnización Resarcitoria,COHECHO,Educación e Investigación,Mujer,768000.0,Director,2,1
2083,Indemnización Resarcitoria,COHECHO,Educación e Investigación,Mujer,768000.0,Director,2,1
2084,Indemnización Resarcitoria,COHECHO,Educación e Investigación,Mujer,768000.0,Director,2,1
2085,Indemnización Resarcitoria,COHECHO,Educación e Investigación,Mujer,768000.0,Director,2,1
2086,Indemnización Resarcitoria,COHECHO,Educación e Investigación,Mujer,768000.0,Director,2,1
2087,Indemnización Resarcitoria,COHECHO,Educación e Investigación,Mujer,768000.0,Director,2,1
2088,Susupención,ENRIQUECIMIENTO OCULTO,Salud,Mujer,768000.0,Director,2,1
2089,Susupención,ENRIQUECIMIENTO OCULTO,Salud,Mujer,1139964.0,Director,2,1
2090,Susupención,ENRIQUECIMIENTO OCULTO,Salud,Mujer,232880.0,Director,2,1
2091,Susupención,ENRIQUECIMIENTO OCULTO,Salud,Mujer,1209516.0,Director,2,1
2092,Susupención,ENRIQUECIMIENTO OCULTO,Salud,Mujer,1161024.0,Director,2,1
2093,Susupención,ENRIQUECIMIENTO OCULTO,Salud,Mujer,1214436.0,Director,2,1
2094,Susupención,ENRIQUECIMIENTO OCULTO,Salud,Mujer,1216764.0,Director,2,1
2095,Susupención,ENRIQUECIMIENTO OCULTO,Salud,Mujer,1216764.0,Director,2,1
2096,Indemnización Resarcitoria,COHECHO,Economía y Desarrollo,Hombre,1216764.0,Director,0,1
2097,Indemnización Resarcitoria,COHECHO,Economía y Desarrollo,Hombre,205865.0,Director,0,1
2098,Indemnización Resarcitoria,COHECHO,Economía y Desarrollo,Hombre,1127808.0,Director,0,1
2099,Indemnización Resarcitoria,COHECHO,Economía y Desarrollo,Hombre,1122660.0,Director,0,1
2100,Indemnización Resarcitoria,COHECHO,Economía y Desarrollo,Hombre,1078836.0,Director,0,1
2101,Indemnización Resarcitoria,COHECHO,Economía y Desarrollo,Hombre,1016460.0,Director,0,1
2102,Indemnización Resarcitoria,COHECHO,Economía y Desarrollo,Hombre,1014720.0,Director,0,1
2103,Indemnización Resarcitoria,COHECHO,Economía y Desarrollo,Hombre,1014720.0,Director,0,1
2104,Indemnización Resarcitoria,DESVÍO DE RECURSOS,Educación e Investigación,Mujer,1014720.0,Administrador,2,1
2105,Indemnización Resarcitoria,DESVÍO DE RECURSOS,Educación e Investigación,Mujer,287945.0,Administrador,2,1
2106,Indemnización Resarcitoria,DESVÍO DE RECURSOS,Educación e Investigación,Mujer,1138956.0,Administrador,2,1
2107,Indemnización Resarcitoria,DESVÍO DE RECURSOS,Educación e Investigación,Mujer,1221336.0,Administrador,2,1
2108,Indemnización Resarcitoria,DESVÍO DE RECURSOS,Educación e Investigación,Mujer,1099776.0,Administrador,2,1
2109,Indemnización Resarcitoria,DESVÍO DE RECURSOS,Educación e Investigación,Mujer,1216668.0,Administrador,2,1
2110,Indemnización Resarcitoria,DESVÍO DE RECURSOS,Educación e Investigación,Mujer,1098888.0,Administrador,2,1
2111,Indemnización Resarcitoria,DESVÍO DE RECURSOS,Educación e Investigación,Mujer,1098888.0,Administrador,2,1
2112,Sanción Económica,ENRIQUECIMIENTO OCULTO,Arte y Cultura,Hombre,1254890.0,Director,0,1
2113,Sanción Económica,ENRIQUECIMIENTO OCULTO,Arte y Cultura,Hombre,5011164.0,Director,1,1
2114,Sanción Económica,ENRIQUECIMIENTO OCULTO,Arte y Cultura,Hombre,5011164.0,Director,1,1
2115,Sanción Económica,ENRIQUECIMIENTO OCULTO,Arte y Cultura,Hombre,4492872.0,Director,1,1
2116,Sanción Económica,ENRIQUECIMIENTO OCULTO,Arte y Cultura,Hombre,4304316.0,Director,1,1
2117,Sanción Económica,ENRIQUECIMIENTO OCULTO,Arte y Cultura,Hombre,5270772.0,Director,1,1
2118,Sanción Económica,ENRIQUECIMIENTO OCULTO,Arte y Cultura,Hombre,5270772.0,Director,1,1
2119,Sanción Económica,ENRIQUECIMIENTO OCULTO,Arte y Cultura,Hombre,4101000.0,Director,0,1
2120,Multa,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Hombre,4101000.0,Secretario de Estado,1,1
2121,Multa,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Hombre,4664592.0,Secretario de Estado,1,1
2122,Multa,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Hombre,1574110.0,Secretario de Estado,3,1
2123,Multa,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Hombre,4789488.0,Secretario de Estado,1,1
2124,Multa,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Hombre,4226100.0,Secretario de Estado,1,1
2125,Multa,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Hombre,4698696.0,Secretario de Estado,1,1
2126,Multa,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Hombre,5184240.0,Secretario de Estado,1,1
2127,Multa,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Comunicación y Transporte,Hombre,5184240.0,Secretario de Estado,1,1
2128,Indemnización Resarcitoria,DESVÍO DE RECURSOS,Medio Ambiente,Mujer,5184240.0,Director,1,1
2129,Indemnización Resarcitoria,DESVÍO DE RECURSOS,Medio Ambiente,Mujer,4616784.0,Director,1,1
2130,Indemnización Resarcitoria,DESVÍO DE RECURSOS,Medio Ambiente,Mujer,4950684.0,Director,1,1
2131,Indemnización Resarcitoria,DESVÍO DE RECURSOS,Medio Ambiente,Mujer,1657850.0,Director,2,1
2132,Indemnización Resarcitoria,DESVÍO DE RECURSOS,Medio Ambiente,Mujer,4556196.0,Director,1,1
2133,Indemnización Resarcitoria,DESVÍO DE RECURSOS,Medio Ambiente,Mujer,4920696.0,Director,1,1
2134,Indemnización Resarcitoria,DESVÍO DE RECURSOS,Medio Ambiente,Mujer,4920696.0,Director,1,1
2135,Indemnización Resarcitoria,DESVÍO DE RECURSOS,Medio Ambiente,Mujer,5287824.0,Director,1,1
2136,Acta Administrativa,CONFLICTO DE INTERÉS,Seguridad Nacional,Hombre,5287824.0,Jefe Departamento,1,1
2137,Acta Administrativa,CONFLICTO DE INTERÉS,Seguridad Nacional,Hombre,160000.0,Jefe Departamento,0,1
2138,Acta Administrativa,CONFLICTO DE INTERÉS,Seguridad Nacional,Hombre,768000.0,Jefe Departamento,0,1
2139,Acta Administrativa,CONFLICTO DE INTERÉS,Seguridad Nacional,Hombre,768000.0,Jefe Departamento,0,1
2140,Acta Administrativa,CONFLICTO DE INTERÉS,Seguridad Nacional,Hombre,768000.0,Jefe Departamento,0,1
2141,Acta Administrativa,CONFLICTO DE INTERÉS,Seguridad Nacional,Hombre,768000.0,Jefe Departamento,0,1
2142,Acta Administrativa,CONFLICTO DE INTERÉS,Seguridad Nacional,Hombre,768000.0,Jefe Departamento,0,1
2143,Acta Administrativa,CONFLICTO DE INTERÉS,Seguridad Nacional,Hombre,768000.0,Jefe Departamento,0,1
2144,Multa,NEPOTISMO,Economía y Desarrollo,Hombre,768000.0,Jefe Departamento,0,1
2145,Multa,NEPOTISMO,Economía y Desarrollo,Hombre,125000.0,Jefe Departamento,0,1
2146,Multa,NEPOTISMO,Economía y Desarrollo,Hombre,600000.0,Jefe Departamento,0,1
2147,Multa,NEPOTISMO,Economía y Desarrollo,Hombre,600000.0,Jefe Departamento,0,1
2148,Multa,NEPOTISMO,Economía y Desarrollo,Hombre,600000.0,Jefe Departamento,0,1
2149,Multa,NEPOTISMO,Economía y Desarrollo,Hombre,600000.0,Jefe Departamento,0,1
2150,Multa,NEPOTISMO,Economía y Desarrollo,Hombre,600000.0,Jefe Departamento,0,1
2151,Multa,NEPOTISMO,Economía y Desarrollo,Hombre,600000.0,Jefe Departamento,0,1
2152,Sanción Económica,ABUSO DE FUNCIONES,Educación e Investigación,Hombre,600000.0,Director,3,1
2153,Sanción Económica,ABUSO DE FUNCIONES,Educación e Investigación,Hombre,321530.0,Director,3,1
2154,Sanción Económica,ABUSO DE FUNCIONES,Educación e Investigación,Hombre,1521672.0,Director,3,1
2155,Sanción Económica,ABUSO DE FUNCIONES,Educación e Investigación,Hombre,1607952.0,Director,3,1
2156,Sanción Económica,ABUSO DE FUNCIONES,Educación e Investigación,Hombre,1486656.0,Director,3,1
2157,Sanción Económica,ABUSO DE FUNCIONES,Educación e Investigación,Hombre,1611840.0,Director,3,1
2158,Sanción Económica,ABUSO DE FUNCIONES,Educación e Investigación,Hombre,1470660.0,Director,3,1
2159,Sanción Económica,ABUSO DE FUNCIONES,Educación e Investigación,Hombre,1470660.0,Director,3,1
2160,Destitución,COHECHO,Salud,Mujer,1470660.0,Analista,2,1
2161,Destitución,COHECHO,Salud,Mujer,125000.0,Analista,2,1
2162,Destitución,COHECHO,Salud,Mujer,600000.0,Analista,2,1
2163,Destitución,COHECHO,Salud,Mujer,600000.0,Analista,2,1
2164,Destitución,COHECHO,Salud,Mujer,600000.0,Analista,2,1
2165,Destitución,COHECHO,Salud,Mujer,600000.0,Analista,2,1
2166,Destitución,COHECHO,Salud,Mujer,600000.0,Analista,2,1
2167,Destitución,COHECHO,Salud,Mujer,600000.0,Analista,2,1
2168,Susupención,NEPOTISMO,Comunicación y Transporte,Mujer,600000.0,Analista,2,1
2169,Susupención,NEPOTISMO,Comunicación y Transporte,Mujer,600000.0,Analista,2,1
2170,Susupención,NEPOTISMO,Comunicación y Transporte,Mujer,600000.0,Analista,2,1
2171,Susupención,NEPOTISMO,Comunicación y Transporte,Mujer,125000.0,Analista,2,1
2172,Susupención,NEPOTISMO,Comunicación y Transporte,Mujer,600000.0,Analista,2,1
2173,Susupención,NEPOTISMO,Comunicación y Transporte,Mujer,600000.0,Analista,2,1
2174,Susupención,NEPOTISMO,Comunicación y Transporte,Mujer,600000.0,Analista,2,1
2175,Susupención,NEPOTISMO,Comunicación y Transporte,Mujer,600000.0,Analista,2,1
2176,Sanción Económica,ABUSO DE FUNCIONES,Educación e Investigación,Mujer,600000.0,Jefe Departamento,2,1
2177,Sanción Económica,ABUSO DE FUNCIONES,Educación e Investigación,Mujer,608904.0,Jefe Departamento,2,1
2178,Sanción Económica,ABUSO DE FUNCIONES,Educación e Investigación,Mujer,126855.0,Jefe Departamento,2,1
2179,Sanción Económica,ABUSO DE FUNCIONES,Educación e Investigación,Mujer,608904.0,Jefe Departamento,2,1
2180,Sanción Económica,ABUSO DE FUNCIONES,Educación e Investigación,Mujer,608904.0,Jefe Departamento,2,1
2181,Sanción Económica,ABUSO DE FUNCIONES,Educación e Investigación,Mujer,608904.0,Jefe Departamento,2,1
2182,Sanción Económica,ABUSO DE FUNCIONES,Educación e Investigación,Mujer,608904.0,Jefe Departamento,2,1
2183,Sanción Económica,ABUSO DE FUNCIONES,Educación e Investigación,Mujer,608904.0,Jefe Departamento,2,1
2184,Acta Administrativa,PECULADO,Educación e Investigación,Mujer,608904.0,Director,2,1
2185,Acta Administrativa,PECULADO,Educación e Investigación,Mujer,1499650.0,Director,2,1
2186,Acta Administrativa,PECULADO,Educación e Investigación,Mujer,4584996.0,Director,1,1
2187,Acta Administrativa,PECULADO,Educación e Investigación,Mujer,4658280.0,Director,1,1
2188,Acta Administrativa,PECULADO,Educación e Investigación,Mujer,4422564.0,Director,1,1
2189,Acta Administrativa,PECULADO,Educación e Investigación,Mujer,4480092.0,Director,1,1
2190,Acta Administrativa,PECULADO,Educación e Investigación,Mujer,5184888.0,Director,1,1
