,autoridadSancionadora,sancion,causa,dependencia,genero,puesto,multa,ingreso,value
2221,Tribunal,MULTADO,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Mujer,Gobernador/a del Estado,13090.0,5878272.0,1
2222,Tribunal,MULTADO,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Mujer,Gobernador/a del Estado,13090.0,5189700.0,1
2223,Tribunal,MULTADO,CONTRATACIÓN INDEBIDA,Comunicación y Transporte,Mujer,Gobernador/a del Estado,13090.0,5189700.0,1
2224,Contraloría Interna,DESTITUCION,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Arte y Cultura,Mujer,Secretario/a de Estado A,13090.0,1431055.0,1
2225,Contraloría Interna,DESTITUCION,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Arte y Cultura,Mujer,Secretario/a de Estado A,13090.0,1431055.0,1
2226,Contraloría Interna,DESTITUCION,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Arte y Cultura,Mujer,Secretario/a de Estado A,13090.0,5549052.0,1
2227,Contraloría Interna,DESTITUCION,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Arte y Cultura,Mujer,Secretario/a de Estado A,13090.0,5231544.0,1
2228,Contraloría Interna,DESTITUCION,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Arte y Cultura,Mujer,Secretario/a de Estado A,13090.0,5843016.0,1
2229,Contraloría Interna,DESTITUCION,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Arte y Cultura,Mujer,Secretario/a de Estado A,13090.0,5153148.0,1
2230,Contraloría Interna,DESTITUCION,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Arte y Cultura,Mujer,Secretario/a de Estado A,13090.0,4915428.0,1
2231,Contraloría Interna,DESTITUCION,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Arte y Cultura,Mujer,Secretario/a de Estado A,13090.0,4915428.0,1
2232,OIC,INHABILITADO,NEPOTISMO,Arte y Cultura,Mujer,Subadministrador,13090.0,4915428.0,1
2233,OIC,INHABILITADO,NEPOTISMO,Arte y Cultura,Mujer,Subadministrador,13090.0,332710.0,1
2234,OIC,INHABILITADO,NEPOTISMO,Arte y Cultura,Mujer,Subadministrador,13090.0,1507284.0,1
2235,OIC,INHABILITADO,NEPOTISMO,Arte y Cultura,Mujer,Subadministrador,13090.0,1548048.0,1
2236,OIC,INHABILITADO,NEPOTISMO,Arte y Cultura,Mujer,Subadministrador,13090.0,1604088.0,1
2237,OIC,INHABILITADO,NEPOTISMO,Arte y Cultura,Mujer,Subadministrador,13090.0,1585776.0,1
2238,OIC,INHABILITADO,NEPOTISMO,Arte y Cultura,Mujer,Subadministrador,13090.0,1522944.0,1
2239,OIC,INHABILITADO,NEPOTISMO,Arte y Cultura,Mujer,Subadministrador,13090.0,1522944.0,1
2240,OIC,ACTA ADMINISTRATIVA,NEPOTISMO,Banca y Finanzas,Hombre,Subdirector de Area,13090.0,239585.0,1
2241,OIC,ACTA ADMINISTRATIVA,NEPOTISMO,Banca y Finanzas,Hombre,Subdirector de Area,13090.0,239585.0,1
2242,OIC,ACTA ADMINISTRATIVA,NEPOTISMO,Banca y Finanzas,Hombre,Subdirector de Area,13090.0,1138908.0,1
2243,OIC,ACTA ADMINISTRATIVA,NEPOTISMO,Banca y Finanzas,Hombre,Subdirector de Area,13090.0,1215588.0,1
2244,OIC,ACTA ADMINISTRATIVA,NEPOTISMO,Banca y Finanzas,Hombre,Subdirector de Area,13090.0,1103040.0,1
2245,OIC,ACTA ADMINISTRATIVA,NEPOTISMO,Banca y Finanzas,Hombre,Subdirector de Area,13090.0,1179648.0,1
2246,OIC,ACTA ADMINISTRATIVA,NEPOTISMO,Banca y Finanzas,Hombre,Subdirector de Area,13090.0,1141956.0,1
2247,OIC,ACTA ADMINISTRATIVA,NEPOTISMO,Banca y Finanzas,Hombre,Subdirector de Area,13090.0,1141956.0,1
2248,OIC,DESTITUCION,PECULADO,Banca y Finanzas,Mujer,Gobernador/a del Estado,13090.0,1141956.0,1
2249,OIC,DESTITUCION,PECULADO,Banca y Finanzas,Mujer,Gobernador/a del Estado,13090.0,4503612.0,1
2250,OIC,DESTITUCION,PECULADO,Banca y Finanzas,Mujer,Gobernador/a del Estado,13090.0,4487160.0,1
2251,OIC,DESTITUCION,PECULADO,Banca y Finanzas,Mujer,Gobernador/a del Estado,13090.0,1524150.0,1
2252,OIC,DESTITUCION,PECULADO,Banca y Finanzas,Mujer,Gobernador/a del Estado,13090.0,4253988.0,1
2253,OIC,DESTITUCION,PECULADO,Banca y Finanzas,Mujer,Gobernador/a del Estado,13090.0,4848588.0,1
2254,OIC,DESTITUCION,PECULADO,Banca y Finanzas,Mujer,Gobernador/a del Estado,13090.0,4848588.0,1
2255,OIC,DESTITUCION,PECULADO,Banca y Finanzas,Mujer,Gobernador/a del Estado,13090.0,5075796.0,1
2256,Organo de Control Interno,SUSPENSION,NEPOTISMO,Salud,Hombre,Director General Paraestatal C,13090.0,5075796.0,1
2257,Organo de Control Interno,SUSPENSION,NEPOTISMO,Salud,Hombre,Director General Paraestatal C,13090.0,1433635.0,1
2258,Organo de Control Interno,SUSPENSION,NEPOTISMO,Salud,Hombre,Director General Paraestatal C,13090.0,4318980.0,1
2259,Organo de Control Interno,SUSPENSION,NEPOTISMO,Salud,Hombre,Director General Paraestatal C,13090.0,4233876.0,1
2260,Organo de Control Interno,SUSPENSION,NEPOTISMO,Salud,Hombre,Director General Paraestatal C,13090.0,4842540.0,1
2261,Organo de Control Interno,SUSPENSION,NEPOTISMO,Salud,Hombre,Director General Paraestatal C,13090.0,5391264.0,1
2262,Organo de Control Interno,SUSPENSION,NEPOTISMO,Salud,Hombre,Director General Paraestatal C,13090.0,4635816.0,1
2263,Organo de Control Interno,SUSPENSION,NEPOTISMO,Salud,Hombre,Director General Paraestatal C,13090.0,4635816.0,1
2264,OIC,DESTITUCION,TRÁFICO DE INFLUENCIAS,Gobernanza y Justicia,Mujer,Analista,13090.0,125000.0,1
2265,OIC,DESTITUCION,TRÁFICO DE INFLUENCIAS,Gobernanza y Justicia,Mujer,Analista,13090.0,125000.0,1
2266,OIC,DESTITUCION,TRÁFICO DE INFLUENCIAS,Gobernanza y Justicia,Mujer,Analista,13090.0,600000.0,1
2267,OIC,DESTITUCION,TRÁFICO DE INFLUENCIAS,Gobernanza y Justicia,Mujer,Analista,13090.0,600000.0,1
2268,OIC,DESTITUCION,TRÁFICO DE INFLUENCIAS,Gobernanza y Justicia,Mujer,Analista,13090.0,600000.0,1
2269,OIC,DESTITUCION,TRÁFICO DE INFLUENCIAS,Gobernanza y Justicia,Mujer,Analista,13090.0,600000.0,1
2270,OIC,DESTITUCION,TRÁFICO DE INFLUENCIAS,Gobernanza y Justicia,Mujer,Analista,13090.0,600000.0,1
2271,OIC,DESTITUCION,TRÁFICO DE INFLUENCIAS,Gobernanza y Justicia,Mujer,Analista,13090.0,600000.0,1
2272,Tribunal,DESTITUCION,PECULADO,Economía y Desarrollo,Hombre,Subdirector de Area,13090.0,600000.0,1
2273,Tribunal,DESTITUCION,PECULADO,Economía y Desarrollo,Hombre,Subdirector de Area,13090.0,105560.0,1
2274,Tribunal,DESTITUCION,PECULADO,Economía y Desarrollo,Hombre,Subdirector de Area,13090.0,506688.0,1
2275,Tribunal,DESTITUCION,PECULADO,Economía y Desarrollo,Hombre,Subdirector de Area,13090.0,506688.0,1
2276,Tribunal,DESTITUCION,PECULADO,Economía y Desarrollo,Hombre,Subdirector de Area,13090.0,506688.0,1
2277,Tribunal,DESTITUCION,PECULADO,Economía y Desarrollo,Hombre,Subdirector de Area,13090.0,506688.0,1
2278,Tribunal,DESTITUCION,PECULADO,Economía y Desarrollo,Hombre,Subdirector de Area,13090.0,506688.0,1
2279,Tribunal,DESTITUCION,PECULADO,Economía y Desarrollo,Hombre,Subdirector de Area,13090.0,506688.0,1
2280,Organo de Control Interno,ACTA ADMINISTRATIVA,PECULADO,Economía y Desarrollo,Hombre,Titular de Unidad,13090.0,506688.0,1
2281,Organo de Control Interno,ACTA ADMINISTRATIVA,PECULADO,Economía y Desarrollo,Hombre,Titular de Unidad,13090.0,1667060.0,1
2282,Organo de Control Interno,ACTA ADMINISTRATIVA,PECULADO,Economía y Desarrollo,Hombre,Titular de Unidad,13090.0,6222216.0,1
2283,Organo de Control Interno,ACTA ADMINISTRATIVA,PECULADO,Economía y Desarrollo,Hombre,Titular de Unidad,13090.0,5877192.0,1
2284,Organo de Control Interno,ACTA ADMINISTRATIVA,PECULADO,Economía y Desarrollo,Hombre,Titular de Unidad,13090.0,4892244.0,1
2285,Organo de Control Interno,ACTA ADMINISTRATIVA,PECULADO,Economía y Desarrollo,Hombre,Titular de Unidad,13090.0,5546664.0,1
2286,Organo de Control Interno,ACTA ADMINISTRATIVA,PECULADO,Economía y Desarrollo,Hombre,Titular de Unidad,13090.0,5861436.0,1
2287,Organo de Control Interno,ACTA ADMINISTRATIVA,PECULADO,Economía y Desarrollo,Hombre,Titular de Unidad,13090.0,5861436.0,1
2288,OIC,DESTITUCION,ENRIQUECIMIENTO OCULTO,Educación e Investigación,Hombre,Analista,13090.0,5861436.0,1
2289,OIC,DESTITUCION,ENRIQUECIMIENTO OCULTO,Educación e Investigación,Hombre,Analista,13090.0,126855.0,1
2290,OIC,DESTITUCION,ENRIQUECIMIENTO OCULTO,Educación e Investigación,Hombre,Analista,13090.0,608904.0,1
2291,OIC,DESTITUCION,ENRIQUECIMIENTO OCULTO,Educación e Investigación,Hombre,Analista,13090.0,608904.0,1
2292,OIC,DESTITUCION,ENRIQUECIMIENTO OCULTO,Educación e Investigación,Hombre,Analista,13090.0,608904.0,1
2293,OIC,DESTITUCION,ENRIQUECIMIENTO OCULTO,Educación e Investigación,Hombre,Analista,13090.0,608904.0,1
2294,OIC,DESTITUCION,ENRIQUECIMIENTO OCULTO,Educación e Investigación,Hombre,Analista,13090.0,608904.0,1
2295,OIC,DESTITUCION,ENRIQUECIMIENTO OCULTO,Educación e Investigación,Hombre,Analista,13090.0,608904.0,1
2296,Contraloría Interna,SUSPENSION,CONTRATACIÓN INDEBIDA,Salud,Mujer,Subadministrador,13090.0,608904.0,1
2297,Contraloría Interna,SUSPENSION,CONTRATACIÓN INDEBIDA,Salud,Mujer,Subadministrador,13090.0,332090.0,1
2298,Contraloría Interna,SUSPENSION,CONTRATACIÓN INDEBIDA,Salud,Mujer,Subadministrador,13090.0,1596144.0,1
2299,Contraloría Interna,SUSPENSION,CONTRATACIÓN INDEBIDA,Salud,Mujer,Subadministrador,13090.0,1473060.0,1
2300,Contraloría Interna,SUSPENSION,CONTRATACIÓN INDEBIDA,Salud,Mujer,Subadministrador,13090.0,1562844.0,1
2301,Contraloría Interna,SUSPENSION,CONTRATACIÓN INDEBIDA,Salud,Mujer,Subadministrador,13090.0,1493880.0,1
2302,Contraloría Interna,SUSPENSION,CONTRATACIÓN INDEBIDA,Salud,Mujer,Subadministrador,13090.0,1541508.0,1
2303,Contraloría Interna,SUSPENSION,CONTRATACIÓN INDEBIDA,Salud,Mujer,Subadministrador,13090.0,1541508.0,1
2304,OIC,ACTA ADMINISTRATIVA,NEPOTISMO,Economía y Desarrollo,Hombre,Administrador,13090.0,1541508.0,1
2305,OIC,ACTA ADMINISTRATIVA,NEPOTISMO,Economía y Desarrollo,Hombre,Administrador,13090.0,272225.0,1
2306,OIC,ACTA ADMINISTRATIVA,NEPOTISMO,Economía y Desarrollo,Hombre,Administrador,13090.0,1005156.0,1
2307,OIC,ACTA ADMINISTRATIVA,NEPOTISMO,Economía y Desarrollo,Hombre,Administrador,13090.0,967356.0,1
2308,OIC,ACTA ADMINISTRATIVA,NEPOTISMO,Economía y Desarrollo,Hombre,Administrador,13090.0,961644.0,1
2309,OIC,ACTA ADMINISTRATIVA,NEPOTISMO,Economía y Desarrollo,Hombre,Administrador,13090.0,986604.0,1
2310,OIC,ACTA ADMINISTRATIVA,NEPOTISMO,Economía y Desarrollo,Hombre,Administrador,13090.0,993552.0,1
2311,OIC,ACTA ADMINISTRATIVA,NEPOTISMO,Economía y Desarrollo,Hombre,Administrador,13090.0,993552.0,1
2312,OIC,INDEMNIZACIÓN RESARCITORIA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Banca y Finanzas,Mujer,Subadministrador,12329.0,993552.0,1
2313,OIC,INDEMNIZACIÓN RESARCITORIA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Banca y Finanzas,Mujer,Subadministrador,12329.0,380340.0,1
2314,OIC,INDEMNIZACIÓN RESARCITORIA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Banca y Finanzas,Mujer,Subadministrador,12329.0,1655352.0,1
2315,OIC,INDEMNIZACIÓN RESARCITORIA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Banca y Finanzas,Mujer,Subadministrador,12329.0,1513668.0,1
2316,OIC,INDEMNIZACIÓN RESARCITORIA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Banca y Finanzas,Mujer,Subadministrador,12329.0,1509180.0,1
2317,OIC,INDEMNIZACIÓN RESARCITORIA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Banca y Finanzas,Mujer,Subadministrador,12329.0,1496340.0,1
2318,OIC,INDEMNIZACIÓN RESARCITORIA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Banca y Finanzas,Mujer,Subadministrador,12329.0,1588284.0,1
2319,OIC,INDEMNIZACIÓN RESARCITORIA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Banca y Finanzas,Mujer,Subadministrador,12329.0,1588284.0,1
2320,OIC,SANCIÓN ECONÓMICA,ENRIQUECIMIENTO OCULTO,Seguridad Nacional,Hombre,Subdirector de Area,19009.0,1588284.0,1
2321,OIC,SANCIÓN ECONÓMICA,ENRIQUECIMIENTO OCULTO,Seguridad Nacional,Hombre,Subdirector de Area,19009.0,251710.0,1
2322,OIC,SANCIÓN ECONÓMICA,ENRIQUECIMIENTO OCULTO,Seguridad Nacional,Hombre,Subdirector de Area,19009.0,1071660.0,1
2323,OIC,SANCIÓN ECONÓMICA,ENRIQUECIMIENTO OCULTO,Seguridad Nacional,Hombre,Subdirector de Area,19009.0,1062168.0,1
2324,OIC,SANCIÓN ECONÓMICA,ENRIQUECIMIENTO OCULTO,Seguridad Nacional,Hombre,Subdirector de Area,19009.0,1042824.0,1
2325,OIC,SANCIÓN ECONÓMICA,ENRIQUECIMIENTO OCULTO,Seguridad Nacional,Hombre,Subdirector de Area,19009.0,1093980.0,1
2326,OIC,SANCIÓN ECONÓMICA,ENRIQUECIMIENTO OCULTO,Seguridad Nacional,Hombre,Subdirector de Area,19009.0,963672.0,1
2327,OIC,SANCIÓN ECONÓMICA,ENRIQUECIMIENTO OCULTO,Seguridad Nacional,Hombre,Subdirector de Area,19009.0,963672.0,1
2328,Contraloría Interna,ACTA ADMINISTRATIVA,DESVÍO DE RECURSOS PÚBLICOS,Gobernanza y Justicia,Hombre,Director de Area,19009.0,340565.0,1
2329,Contraloría Interna,ACTA ADMINISTRATIVA,DESVÍO DE RECURSOS PÚBLICOS,Gobernanza y Justicia,Hombre,Director de Area,19009.0,1483872.0,1
2330,Contraloría Interna,ACTA ADMINISTRATIVA,DESVÍO DE RECURSOS PÚBLICOS,Gobernanza y Justicia,Hombre,Director de Area,19009.0,1483872.0,1
2331,Contraloría Interna,ACTA ADMINISTRATIVA,DESVÍO DE RECURSOS PÚBLICOS,Gobernanza y Justicia,Hombre,Director de Area,19009.0,1489536.0,1
2332,Contraloría Interna,ACTA ADMINISTRATIVA,DESVÍO DE RECURSOS PÚBLICOS,Gobernanza y Justicia,Hombre,Director de Area,19009.0,1558176.0,1
2333,Contraloría Interna,ACTA ADMINISTRATIVA,DESVÍO DE RECURSOS PÚBLICOS,Gobernanza y Justicia,Hombre,Director de Area,19009.0,1494420.0,1
2334,Contraloría Interna,ACTA ADMINISTRATIVA,DESVÍO DE RECURSOS PÚBLICOS,Gobernanza y Justicia,Hombre,Director de Area,19009.0,1521420.0,1
2335,Contraloría Interna,ACTA ADMINISTRATIVA,DESVÍO DE RECURSOS PÚBLICOS,Gobernanza y Justicia,Hombre,Director de Area,19009.0,1521420.0,1
2336,Contraloría Interna,SANCIÓN ECONÓMICA,PECULADO,Agricultura,Hombre,Subdirector de Area,29746.0,1521420.0,1
2337,Contraloría Interna,SANCIÓN ECONÓMICA,PECULADO,Agricultura,Hombre,Subdirector de Area,29746.0,125000.0,1
2338,Contraloría Interna,SANCIÓN ECONÓMICA,PECULADO,Agricultura,Hombre,Subdirector de Area,29746.0,600000.0,1
2339,Contraloría Interna,SANCIÓN ECONÓMICA,PECULADO,Agricultura,Hombre,Subdirector de Area,29746.0,600000.0,1
2340,Contraloría Interna,SANCIÓN ECONÓMICA,PECULADO,Agricultura,Hombre,Subdirector de Area,29746.0,600000.0,1
2341,Contraloría Interna,SANCIÓN ECONÓMICA,PECULADO,Agricultura,Hombre,Subdirector de Area,29746.0,600000.0,1
2342,Contraloría Interna,SANCIÓN ECONÓMICA,PECULADO,Agricultura,Hombre,Subdirector de Area,29746.0,600000.0,1
2343,Contraloría Interna,SANCIÓN ECONÓMICA,PECULADO,Agricultura,Hombre,Subdirector de Area,29746.0,600000.0,1
2344,Tribunal,SANCIÓN ECONÓMICA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Banca y Finanzas,Mujer,Director de Area,27284.0,600000.0,1
2345,Tribunal,SANCIÓN ECONÓMICA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Banca y Finanzas,Mujer,Director de Area,27284.0,229885.0,1
2346,Tribunal,SANCIÓN ECONÓMICA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Banca y Finanzas,Mujer,Director de Area,27284.0,1125048.0,1
2347,Tribunal,SANCIÓN ECONÓMICA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Banca y Finanzas,Mujer,Director de Area,27284.0,1074300.0,1
2348,Tribunal,SANCIÓN ECONÓMICA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Banca y Finanzas,Mujer,Director de Area,27284.0,1121988.0,1
2349,Tribunal,SANCIÓN ECONÓMICA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Banca y Finanzas,Mujer,Director de Area,27284.0,1226700.0,1
2350,Tribunal,SANCIÓN ECONÓMICA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Banca y Finanzas,Mujer,Director de Area,27284.0,1124640.0,1
2351,Tribunal,SANCIÓN ECONÓMICA,UTILIZACIÓN INDEBIDA DE INFORMACIÓN,Banca y Finanzas,Mujer,Director de Area,27284.0,1124640.0,1
2352,Contraloría Interna,SANCIÓN ECONÓMICA,PECULADO,Agricultura,Mujer,Analista,23060.0,506688.0,1
2353,Contraloría Interna,SANCIÓN ECONÓMICA,PECULADO,Agricultura,Mujer,Analista,23060.0,506688.0,1
2354,Contraloría Interna,SANCIÓN ECONÓMICA,PECULADO,Agricultura,Mujer,Analista,23060.0,506688.0,1
2355,Contraloría Interna,SANCIÓN ECONÓMICA,PECULADO,Agricultura,Mujer,Analista,23060.0,105560.0,1
2356,Contraloría Interna,SANCIÓN ECONÓMICA,PECULADO,Agricultura,Mujer,Analista,23060.0,506688.0,1
2357,Contraloría Interna,SANCIÓN ECONÓMICA,PECULADO,Agricultura,Mujer,Analista,23060.0,506688.0,1
2358,Contraloría Interna,SANCIÓN ECONÓMICA,PECULADO,Agricultura,Mujer,Analista,23060.0,506688.0,1
2359,Contraloría Interna,SANCIÓN ECONÓMICA,PECULADO,Agricultura,Mujer,Analista,23060.0,506688.0,1
2360,OIC,MULTADO,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Administrador,26851.0,506688.0,1
2361,OIC,MULTADO,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Administrador,26851.0,353145.0,1
2362,OIC,MULTADO,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Administrador,26851.0,1465416.0,1
2363,OIC,MULTADO,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Administrador,26851.0,1595724.0,1
2364,OIC,MULTADO,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Administrador,26851.0,1504260.0,1
2365,OIC,MULTADO,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Administrador,26851.0,1451184.0,1
2366,OIC,MULTADO,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Administrador,26851.0,1616808.0,1
2367,OIC,MULTADO,CONTRATACIÓN INDEBIDA,Educación e Investigación,Mujer,Administrador,26851.0,1616808.0,1
2368,Tribunal,INDEMNIZACIÓN RESARCITORIA,DESVÍO DE RECURSOS PÚBLICOS,Gobernanza y Justicia,Hombre,Subdirector de Area,26850.0,1616808.0,1
2369,Tribunal,INDEMNIZACIÓN RESARCITORIA,DESVÍO DE RECURSOS PÚBLICOS,Gobernanza y Justicia,Hombre,Subdirector de Area,26850.0,160000.0,1
2370,Tribunal,INDEMNIZACIÓN RESARCITORIA,DESVÍO DE RECURSOS PÚBLICOS,Gobernanza y Justicia,Hombre,Subdirector de Area,26850.0,768000.0,1
2371,Tribunal,INDEMNIZACIÓN RESARCITORIA,DESVÍO DE RECURSOS PÚBLICOS,Gobernanza y Justicia,Hombre,Subdirector de Area,26850.0,768000.0,1
2372,Tribunal,INDEMNIZACIÓN RESARCITORIA,DESVÍO DE RECURSOS PÚBLICOS,Gobernanza y Justicia,Hombre,Subdirector de Area,26850.0,768000.0,1
2373,Tribunal,INDEMNIZACIÓN RESARCITORIA,DESVÍO DE RECURSOS PÚBLICOS,Gobernanza y Justicia,Hombre,Subdirector de Area,26850.0,768000.0,1
2374,Tribunal,INDEMNIZACIÓN RESARCITORIA,DESVÍO DE RECURSOS PÚBLICOS,Gobernanza y Justicia,Hombre,Subdirector de Area,26850.0,768000.0,1
2375,Tribunal,INDEMNIZACIÓN RESARCITORIA,DESVÍO DE RECURSOS PÚBLICOS,Gobernanza y Justicia,Hombre,Subdirector de Area,26850.0,768000.0,1
2376,OIC,INHABILITADO,CONTRATACIÓN INDEBIDA,Economía y Desarrollo,Hombre,Director General Paraestatal A,26850.0,768000.0,1
2377,OIC,INHABILITADO,CONTRATACIÓN INDEBIDA,Economía y Desarrollo,Hombre,Director General Paraestatal A,26850.0,1470320.0,1
2378,OIC,INHABILITADO,CONTRATACIÓN INDEBIDA,Economía y Desarrollo,Hombre,Director General Paraestatal A,26850.0,3539616.0,1
2379,OIC,INHABILITADO,CONTRATACIÓN INDEBIDA,Economía y Desarrollo,Hombre,Director General Paraestatal A,26850.0,3745908.0,1
2380,OIC,INHABILITADO,CONTRATACIÓN INDEBIDA,Economía y Desarrollo,Hombre,Director General Paraestatal A,26850.0,4432464.0,1
2381,OIC,INHABILITADO,CONTRATACIÓN INDEBIDA,Economía y Desarrollo,Hombre,Director General Paraestatal A,26850.0,4907028.0,1
2382,OIC,INHABILITADO,CONTRATACIÓN INDEBIDA,Economía y Desarrollo,Hombre,Director General Paraestatal A,26850.0,4679856.0,1
2383,OIC,INHABILITADO,CONTRATACIÓN INDEBIDA,Economía y Desarrollo,Hombre,Director General Paraestatal A,26850.0,4679856.0,1
2384,Organo de Control Interno,ACTA ADMINISTRATIVA,DESVÍO DE RECURSOS PÚBLICOS,Educación e Investigación,Mujer,Director General Paraestatal C,26850.0,4679856.0,1
2385,Organo de Control Interno,ACTA ADMINISTRATIVA,DESVÍO DE RECURSOS PÚBLICOS,Educación e Investigación,Mujer,Director General Paraestatal C,26850.0,1537960.0,1
2386,Organo de Control Interno,ACTA ADMINISTRATIVA,DESVÍO DE RECURSOS PÚBLICOS,Educación e Investigación,Mujer,Director General Paraestatal C,26850.0,4166556.0,1
2387,Organo de Control Interno,ACTA ADMINISTRATIVA,DESVÍO DE RECURSOS PÚBLICOS,Educación e Investigación,Mujer,Director General Paraestatal C,26850.0,3455940.0,1
2388,Organo de Control Interno,ACTA ADMINISTRATIVA,DESVÍO DE RECURSOS PÚBLICOS,Educación e Investigación,Mujer,Director General Paraestatal C,26850.0,4735044.0,1
2389,Organo de Control Interno,ACTA ADMINISTRATIVA,DESVÍO DE RECURSOS PÚBLICOS,Educación e Investigación,Mujer,Director General Paraestatal C,26850.0,3876336.0,1
2390,Organo de Control Interno,ACTA ADMINISTRATIVA,DESVÍO DE RECURSOS PÚBLICOS,Educación e Investigación,Mujer,Director General Paraestatal C,26850.0,4514544.0,1
2391,Organo de Control Interno,ACTA ADMINISTRATIVA,DESVÍO DE RECURSOS PÚBLICOS,Educación e Investigación,Mujer,Director General Paraestatal C,26850.0,4514544.0,1
2392,Tribunal,INDEMNIZACIÓN RESARCITORIA,COHECHO,Educación e Investigación,Hombre,Jefe de Departamento,18105.0,4514544.0,1
2393,Tribunal,INDEMNIZACIÓN RESARCITORIA,COHECHO,Educación e Investigación,Hombre,Jefe de Departamento,18105.0,608904.0,1
2394,Tribunal,INDEMNIZACIÓN RESARCITORIA,COHECHO,Educación e Investigación,Hombre,Jefe de Departamento,18105.0,126855.0,1
2395,Tribunal,INDEMNIZACIÓN RESARCITORIA,COHECHO,Educación e Investigación,Hombre,Jefe de Departamento,18105.0,608904.0,1
2396,Tribunal,INDEMNIZACIÓN RESARCITORIA,COHECHO,Educación e Investigación,Hombre,Jefe de Departamento,18105.0,608904.0,1
2397,Tribunal,INDEMNIZACIÓN RESARCITORIA,COHECHO,Educación e Investigación,Hombre,Jefe de Departamento,18105.0,608904.0,1
2398,Tribunal,INDEMNIZACIÓN RESARCITORIA,COHECHO,Educación e Investigación,Hombre,Jefe de Departamento,18105.0,608904.0,1
2399,Tribunal,INDEMNIZACIÓN RESARCITORIA,COHECHO,Educación e Investigación,Hombre,Jefe de Departamento,18105.0,608904.0,1
2400,OIC,INHABILITADO,ABUSO DE FUNCIONES,Agricultura,Mujer,Director de Area,18105.0,608904.0,1
2401,OIC,INHABILITADO,ABUSO DE FUNCIONES,Agricultura,Mujer,Director de Area,18105.0,228425.0,1
2402,OIC,INHABILITADO,ABUSO DE FUNCIONES,Agricultura,Mujer,Director de Area,18105.0,1067172.0,1
2403,OIC,INHABILITADO,ABUSO DE FUNCIONES,Agricultura,Mujer,Director de Area,18105.0,974472.0,1
2404,OIC,INHABILITADO,ABUSO DE FUNCIONES,Agricultura,Mujer,Director de Area,18105.0,961032.0,1
2405,OIC,INHABILITADO,ABUSO DE FUNCIONES,Agricultura,Mujer,Director de Area,18105.0,1082772.0,1
2406,OIC,INHABILITADO,ABUSO DE FUNCIONES,Agricultura,Mujer,Director de Area,18105.0,1109148.0,1
2407,OIC,INHABILITADO,ABUSO DE FUNCIONES,Agricultura,Mujer,Director de Area,18105.0,1109148.0,1
2408,OIC,INDEMNIZACIÓN RESARCITORIA,COHECHO,Agricultura,Hombre,Director General Paraestatal B,14852.0,1380140.0,1
2409,OIC,INDEMNIZACIÓN RESARCITORIA,COHECHO,Agricultura,Hombre,Director General Paraestatal B,14852.0,1380140.0,1
2410,OIC,INDEMNIZACIÓN RESARCITORIA,COHECHO,Agricultura,Hombre,Director General Paraestatal B,14852.0,4245372.0,1
2411,OIC,INDEMNIZACIÓN RESARCITORIA,COHECHO,Agricultura,Hombre,Director General Paraestatal B,14852.0,4283532.0,1
2412,OIC,INDEMNIZACIÓN RESARCITORIA,COHECHO,Agricultura,Hombre,Director General Paraestatal B,14852.0,4544472.0,1
2413,OIC,INDEMNIZACIÓN RESARCITORIA,COHECHO,Agricultura,Hombre,Director General Paraestatal B,14852.0,4077324.0,1
2414,OIC,INDEMNIZACIÓN RESARCITORIA,COHECHO,Agricultura,Hombre,Director General Paraestatal B,14852.0,4077324.0,1
